Frame_length_stored_into_the_capture_file_per_100msec,Length_per_100msec,L2CAP_count_per_100msec,HCI_ACL_count_per_100msec,HCI_EVT_count_per_100msec,Received_count_per_100msec,Sent_count_per_100msec,Command_Complete_count_per_100msec,Disconnect_complete_count_per_100msec,Class,,,
357.56,331.53,1.97,0,1.01,2.01,0.99,3611.78,11,0,,,
363.64,337.63,2.01,0,0.99,1.98,1.02,3612,11,0,,,
358.62,332.64,1.98,0,1.02,2.01,0.99,3612,11,0,,,
363.64,337.63,2.01,0,0.99,2,1,3612,11,0,,,
355.73,329.75,1.97,0,1,1.98,1.02,3613.8,11,0,,,
358.56,332.58,1.98,0,1.02,2.01,0.99,3615,11,0,,,
366.76,340.73,2.03,0,0.97,1.98,1.02,3615,11,0,,,
351.43,325.48,1.93,0,1.01,1.99,1.01,3617.4,11,0,,,
361.67,335.67,2,0,1,1.99,1.01,3621,11,0,,,
363.64,337.63,2.01,0,0.99,2.01,0.99,3621,11,0,,,
361.68,335.68,2,0,1,1.99,1.01,3621,11,0,,,
350.66,324.71,1.94,0,1.03,2,1,3622.71,11,0,,,
356.46,330.5,1.96,0,1.04,2.02,0.98,3624,11,0,,,
364.77,338.75,2.02,0,0.98,1.99,1.01,3624,11,0,,,
360.6,334.61,1.99,0,1.01,2,1,3624,11,0,,,
354.44,328.47,1.95,0,0.99,1.97,1.03,3628.94,11,0,,,
364.78,338.76,2.02,0,0.98,1.99,1.01,3630,11,0,,,
363.65,337.64,2.01,0,0.99,2.01,0.99,3630,11,0,,,
352.66,326.7,1.95,0,1.02,1.99,1.01,3632.37,11,0,,,
358.62,332.64,1.98,0,1.02,2.01,0.99,3633,11,0,,,
364.72,338.7,2.02,0,0.98,1.99,1.01,3633,11,0,,,
365.72,339.7,2.02,0,0.98,1.98,1.02,3633,11,0,,,
349.4,323.52,1.92,0.02,1,1.99,1.01,3635.16,11,0,,,
343.39,317.49,1.89,0,1.08,2.02,0.98,3639.45,11,0,,,
363.76,337.75,2.01,0,0.99,2,1,3642,11,0,,,
358.66,332.68,1.98,0,1.02,2.01,0.99,3642,11,0,,,
363.7,337.69,2.01,0,0.99,1.99,1.01,3642,11,0,,,
360.64,334.65,1.99,0,1.01,2,1,3642,11,0,,,
356.77,330.78,1.98,0,0.99,1.98,1.02,3643.59,11,0,,,
354.5,328.53,1.95,0,0.99,1.97,1.03,3646.8,11,0,,,
357.58,331.61,1.97,0,1.03,2.02,0.98,3651,11,0,,,
358.66,332.68,1.98,0,1.02,2.01,0.99,3651,11,0,,,
363.72,337.71,2.01,0,0.99,1.98,1.02,3651,11,0,,,
358.64,332.66,1.98,0,1.02,2.01,0.99,3651,11,0,,,
358.79,332.79,1.99,0,0.98,1.97,1.03,3653.34,11,0,,,
361.76,335.76,2,0,1,2.01,0.99,3654,11,0,,,
351.44,325.49,1.93,0,1.01,1.97,1.03,3655.28,11,0,,,
360.56,334.57,1.99,0,1.01,2,1,3660,11,0,,,
358.68,332.7,1.98,0,1.02,2.01,0.99,3660,11,0,,,
357.72,331.76,1.98,0,1,2,1,3660.05,11,0,,,
359.73,333.71,1.99,0,1,1.99,1.01,3662.89,11,0,,,
360.64,334.65,1.99,0,1.01,2,1,3663,11,0,,,
364.8,338.78,2.02,0,0.98,1.99,1.01,3663,11,0,,,
360.56,334.61,1.99,0,0.99,1.99,1.01,3663,11,0,,,
352.56,326.56,1.94,0,1.02,1.99,1.01,3668.82,11,0,,,
363.74,337.73,2.01,0,0.99,2.01,0.99,3669,11,0,,,
355.73,329.75,1.97,0,1,1.97,1.03,3669.69,11,0,,,
361.72,335.72,2,0,1,2.01,0.99,3672,11,0,,,
362.64,336.64,2,0,1,2,1,3672,11,0,,,
355.56,329.6,1.96,0,1.04,2.01,0.99,3672,11,0,,,
360.66,334.67,1.99,0,1.01,2.01,0.99,3672,11,0,,,
352.48,326.52,1.94,0,1,1.97,1.03,3676.06,11,0,,,
360.64,334.65,1.99,0,1.01,2,1,3678,11,0,,,
352.59,326.63,1.95,0,1.02,2,1,3678.99,11,0,,,
366.76,340.73,2.03,0,0.97,1.98,1.02,3681,11,0,,,
360.7,334.71,1.99,0,1.01,2.01,0.99,3681,11,0,,,
356.66,330.69,1.97,0,1.03,2.01,0.99,3681,11,0,,,
368.76,342.72,2.04,0,0.96,1.98,1.02,3681,11,0,,,
346.4,320.48,1.9,0,1.04,1.99,1.01,3684.06,11,0,,,
353.69,327.72,1.96,0,1.01,2,1,3688.56,11,0,,,
360.64,334.65,1.99,0,1.01,2.01,0.99,3690,11,0,,,
363.72,337.71,2.01,0,0.99,1.98,1.02,3690,11,0,,,
361.72,335.72,2,0,1,2.01,0.99,3690,11,0,,,
361.7,335.7,2,0,1,1.99,1.01,3690,11,0,,,
363.75,337.74,2.01,0,0.99,2.01,0.99,3690,11,0,,,
340.36,314.46,1.87,0,1.04,1.97,1.03,3695.52,11,0,,,
355.58,329.62,1.96,0,1.04,2.01,0.99,3699,11,0,,,
366.74,340.71,2.03,0,0.97,1.99,1.01,3699,11,0,,,
366.76,340.73,2.03,0,0.97,1.98,1.02,3699,11,0,,,
358.6,332.62,1.98,0,1.02,2.01,0.99,3699,11,0,,,
360.71,334.72,1.99,0,1.01,2.01,0.99,3699,11,0,,,
360.65,334.66,1.99,0,1.01,2,1,3699,11,0,,,
349.63,323.67,1.93,0,0.98,1.96,1.04,3702.39,11,0,,,
363.68,337.67,2.01,0,0.99,1.98,1.02,3708,11,0,,,
361.68,335.68,2,0,1,2.01,0.99,3708,11,0,,,
363.75,337.74,2.01,0,0.99,1.99,1.01,3708,11,0,,,
366.77,340.74,2.03,0,0.97,1.98,1.02,3708,11,0,,,
362.66,336.66,2,0,1,2,1,3708,11,0,,,
353.73,327.76,1.96,0,1.01,2,1,3708.26,11,0,,,
355.54,329.62,1.96,0,1.02,1.99,1.01,3711,11,0,,,
352.58,326.58,1.94,0,1.02,1.99,1.01,3716.88,11,0,,,
362.56,336.56,2,0,1,2,1,3717,11,0,,,
363.72,337.71,2.01,0,0.99,2.01,0.99,3717,11,0,,,
363.76,337.75,2.01,0,0.99,1.98,1.02,3717,11,0,,,
352.64,326.68,1.95,0,1.02,2,1,3718.08,11,0,,,
361.73,335.73,2,0,1,2.01,0.99,3720,11,0,,,
361.68,335.68,2,0,1,1.99,1.01,3720,11,0,,,
353.46,327.5,1.94,0,1,1.98,1.02,3723.56,11,0,,,
363.68,337.67,2.01,0,0.99,1.98,1.02,3726,11,0,,,
357.57,331.6,1.97,0,1.03,2.03,0.97,3726,11,0,,,
363.75,337.74,2.01,0,0.99,1.98,1.02,3726,11,0,,,
353.71,327.74,1.96,0,1.01,2,1,3728.1,11,0,,,
361.72,335.72,2,0,1,1.99,1.01,3729,11,0,,,
362.62,336.62,2,0,1,2,1,3729,11,0,,,
361.74,335.74,2,0,1,2.01,0.99,3729,11,0,,,
351.46,325.51,1.93,0,1.01,1.97,1.03,3734.16,11,0,,,
360.56,334.57,1.99,0,1.01,2,1,3735,11,0,,,
360.64,334.65,1.99,0,1.01,2.01,0.99,3735,11,0,,,
355.75,329.77,1.97,0,1,1.99,1.01,3737.61,11,0,,,
358.64,332.66,1.98,0,1.02,2.01,0.99,3738,11,0,,,
363.71,337.7,2.01,0,0.99,1.99,1.01,3738,11,0,,,
363.73,337.72,2.01,0,0.99,2,1,3738,11,0,,,
351.44,325.49,1.93,0,1.01,1.97,1.03,3740.82,11,0,,,
360.62,334.63,1.99,0,1.01,2,1,3744,11,0,,,
350.63,324.68,1.94,0,1.03,2,1,3745.05,11,0,,,
357.57,331.6,1.97,0,1.03,2.03,0.97,3747,11,0,,,
360.67,334.68,1.99,0,1.01,2,1,3747,11,0,,,
364.78,338.76,2.02,0,0.98,1.99,1.01,3747,11,0,,,
357.54,331.57,1.97,0,1.03,2.01,0.99,3747,11,0,,,
354.52,328.55,1.95,0,0.99,1.96,1.04,3747.48,11,0,,,
358.62,332.64,1.98,0,1.02,2.01,0.99,3753,11,0,,,
358.77,332.77,1.99,0,0.98,1.97,1.03,3754.83,11,0,,,
361.72,335.72,2,0,1,2.01,0.99,3756,11,0,,,
369.84,343.79,2.05,0,0.95,1.97,1.03,3756,11,0,,,
358.71,332.73,1.98,0,1.02,2.01,0.99,3756,11,0,,,
362.65,336.65,2,0,1,2,1,3756,11,0,,,
358.66,332.68,1.98,0,1.02,2.01,0.99,3756,11,0,,,
348.36,322.43,1.91,0,1.03,1.98,1.02,3759.72,11,0,,,
349.57,323.63,1.93,0,1.04,2.02,0.98,3764.31,11,0,,,
363.7,337.69,2.01,0,0.99,1.98,1.02,3765,11,0,,,
364.78,338.76,2.02,0,0.98,1.99,1.01,3765,11,0,,,
360.64,334.65,1.99,0,1.01,2.01,0.99,3765,11,0,,,
351.89,325.79,1.95,0.01,1.01,2,1,3765.21,11,0,,,
363.5,337.69,2.01,0.01,0.98,1.99,1.01,3768,11,0,,,
351.4,325.45,1.93,0,1.01,1.98,1.02,3768.9,11,0,,,
361.72,335.72,2,0,1,1.99,1.01,3774,11,0,,,
360.7,334.71,1.99,0,1.01,2.01,0.99,3774,11,0,,,
354.53,328.56,1.96,0,1.01,1.99,1.01,3774.27,11,0,,,
358.7,332.72,1.98,0,1.02,2.01,0.99,3777,11,0,,,
360.62,334.63,1.99,0,1.01,2.01,0.99,3777,11,0,,,
366.8,340.77,2.03,0,0.97,1.98,1.02,3777,11,0,,,
358.64,332.66,1.98,0,1.02,2.01,0.99,3777,11,0,,,
343.47,317.55,1.89,0,1.02,1.98,1.02,3780.49,11,0,,,
361.72,335.72,2,0,1,1.99,1.01,3786,11,0,,,
360.62,334.63,1.99,0,1.01,2,1,3786,11,0,,,
363.7,337.69,2.01,0,0.99,2.01,0.99,3786,11,0,,,
363.72,337.71,2.01,0,0.99,1.98,1.02,3786,11,0,,,
360.67,334.68,1.99,0,1.01,2.01,0.99,3786,11,0,,,
365.69,339.67,2.02,0,0.98,2,1,3786,11,0,,,
343.43,317.51,1.89,0,1.02,1.95,1.05,3788.37,11,0,,,
358.64,332.66,1.98,0,1.02,2.01,0.99,3795,11,0,,,
363.74,337.73,2.01,0,0.99,2.01,0.99,3795,11,0,,,
363.7,337.69,2.01,0,0.99,1.98,1.02,3795,11,0,,,
355.54,329.58,1.96,0,1.04,2.03,0.97,3795,11,0,,,
366.76,340.73,2.03,0,0.97,1.99,1.01,3795,11,0,,,
355.77,329.79,1.97,0,1,1.98,1.02,3795.51,11,0,,,
348.3,322.37,1.91,0,1.03,1.98,1.02,3800.64,11,0,,,
361.78,335.78,2,0,1,2.01,0.99,3804,11,0,,,
363.74,337.73,2.01,0,0.99,1.99,1.01,3804,11,0,,,
350.63,324.68,1.94,0,1.03,2,1,3804.54,11,0,,,
363.7,337.69,2.01,0,0.99,2.01,0.99,3807,11,0,,,
363.72,337.71,2.01,0,0.99,1.98,1.02,3807,11,0,,,
358.66,332.68,1.98,0,1.02,2.01,0.99,3807,11,0,,,
352.5,326.54,1.94,0,1,1.97,1.03,3807.54,11,0,,,
360.63,334.64,1.99,0,1.01,2.01,0.99,3813,11,0,,,
352.66,326.7,1.95,0,1.02,1.99,1.01,3814.11,11,0,,,
358.66,332.68,1.98,0,1.02,2.01,0.99,3816,11,0,,,
366.78,340.75,2.03,0,0.97,1.99,1.01,3816,11,0,,,
363.66,337.65,2.01,0,0.99,2,1,3816,11,0,,,
358.64,332.66,1.98,0,1.02,2.01,0.99,3816,11,0,,,
361.74,335.74,2,0,1,1.99,1.01,3816,11,0,,,
350.3,324.36,1.92,0,1.02,1.98,1.02,3819.24,11,0,,,
358.89,332.89,1.99,0,0.98,1.98,1.02,3823.17,11,0,,,
360.64,334.65,1.99,0,1.01,2,1,3825,11,0,,,
358.6,332.62,1.98,0,1.02,2.01,0.99,3825,11,0,,,
363.71,337.7,2.01,0,0.99,2.01,0.99,3825,11,0,,,
363.73,337.72,2.01,0,0.99,1.98,1.02,3825,11,0,,,
358.66,332.68,1.98,0,1.02,2.01,0.99,3825,11,0,,,
353.44,327.48,1.94,0,1,1.98,1.02,3827.04,11,0,,,
353.69,327.72,1.96,0,1.01,1.98,1.02,3832.53,11,0,,,
360.67,334.68,1.99,0,1.01,2.01,0.99,3834,11,0,,,
363.71,337.7,2.01,0,0.99,2,1,3834,11,0,,,
361.62,335.62,2,0,1,1.99,1.01,3834,11,0,,,
360.7,334.71,1.99,0,1.01,2.01,0.99,3834,11,0,,,
363.72,337.71,2.01,0,0.99,2,1,3834,11,0,,,
363.71,337.7,2.01,0,0.99,1.99,1.01,3834,11,0,,,
340.42,314.52,1.87,0,1.04,1.97,1.03,3840.35,11,0,,,
358.6,332.62,1.98,0,1.02,2.01,0.99,3843,11,0,,,
366.82,340.79,2.03,0,0.97,1.99,1.01,3843,11,0,,,
360.62,334.63,1.99,0,1.01,2,1,3843,11,0,,,
363.69,337.68,2.01,0,0.99,2.01,0.99,3843,11,0,,,
361.75,335.75,2,0,1,1.99,1.01,3843,11,0,,,
366.76,340.73,2.03,0,0.97,1.98,1.02,3843,11,0,,,
333.34,307.48,1.83,0,1.08,2.01,0.99,3847.5,11,0,,,
363.69,337.68,2.01,0,0.99,1.98,1.02,3852,11,0,,,
360.6,334.61,1.99,0,1.01,2.01,0.99,3852,11,0,,,
363.76,337.75,2.01,0,0.99,2,1,3852,11,0,,,
363.64,337.63,2.01,0,0.99,1.99,1.01,3852,11,0,,,
356.68,330.71,1.97,0,1.03,2.01,0.99,3852,11,0,,,
362.6,336.6,2,0,1,2,1,3852,11,0,,,
341.49,315.58,1.88,0,1.03,1.98,1.02,3853.62,11,0,,,
366.8,340.77,2.03,0,0.97,1.99,1.01,3861,11,0,,,
360.64,334.65,1.99,0,1.01,2,1,3861,11,0,,,
361.74,335.74,2,0,1,1.99,1.01,3861,11,0,,,
358.6,332.62,1.98,0,1.02,2.01,0.99,3861,11,0,,,
362.6,336.6,2,0,1,2,1,3861,11,0,,,
361.76,335.76,2,0,1,2.01,0.99,3861,11,0,,,
361.7,335.72,2,0,0.99,1.98,1.02,3861,11,0,,,
345.47,319.52,1.9,0,1.02,1.98,1.02,3867.91,11,0,,,
358.64,332.66,1.98,0,1.02,2.01,0.99,3870,11,0,,,
363.7,337.69,2.01,0,0.99,1.99,1.01,3870,11,0,,,
363.7,337.69,2.01,0,0.99,2,1,3870,11,0,,,
361.74,335.74,2,0,1,1.99,1.01,3870,11,0,,,
358.56,332.58,1.98,0,1.02,2.01,0.99,3870,11,0,,,
365.74,339.72,2.02,0,0.98,2,1,3870,11,0,,,
341.45,315.54,1.88,0,1.03,1.96,1.04,3875.24,11,0,,,
360.68,334.69,1.99,0,1.01,2.01,0.99,3879,11,0,,,
363.68,337.67,2.01,0,0.99,2,1,3879,11,0,,,
361.76,335.76,2,0,1,1.99,1.01,3879,11,0,,,
361.66,335.66,2,0,1,2.01,0.99,3879,11,0,,,
362.62,336.62,2,0,1,2,1,3879,11,0,,,
361.74,335.74,2,0,1,1.99,1.01,3879,11,0,,,
351.44,325.49,1.93,0,1.01,1.99,1.01,3880.02,11,0,,,
352.65,326.69,1.95,0,1.02,1.99,1.01,3886.38,11,0,,,
361.72,335.72,2,0,1,1.99,1.01,3888,11,0,,,
362.6,336.6,2,0,1,2,1,3888,11,0,,,
361.7,335.7,2,0,1,2.01,0.99,3888,11,0,,,
358.7,332.72,1.98,0,1.02,2.01,0.99,3888,11,0,,,
363.68,337.67,2.01,0,0.99,1.99,1.01,3888,11,0,,,
366.8,340.77,2.03,0,0.97,1.98,1.02,3888,11,0,,,
346.3,320.4,1.9,0,1.03,1.98,1.02,3893.28,11,0,,,
352.73,326.75,1.95,0,1.03,2.01,0.99,3896.82,11,0,,,
363.68,337.67,2.01,0,0.99,2,1,3897,11,0,,,
361.78,335.78,2,0,1,1.99,1.01,3897,11,0,,,
360.68,334.69,1.99,0,1.01,2.01,0.99,3897,11,0,,,
363.76,337.75,2.01,0,0.99,2,1,3897,11,0,,,
364.9,338.88,2.02,0,0.98,1.99,1.01,3897,11,0,,,
351.52,325.57,1.93,0,1.01,1.97,1.03,3899.64,11,0,,,
352.73,326.77,1.95,0,1.02,1.99,1.01,3903.51,11,0,,,
361.78,335.78,2,0,1,2.01,0.99,3906,11,0,,,
360.74,334.75,1.99,0,1.01,2.01,0.99,3906,11,0,,,
360.68,334.69,1.99,0,1.01,2,1,3906,11,0,,,
355.83,329.85,1.97,0,1,1.98,1.02,3907.38,11,0,,,
360.7,334.71,1.99,0,1.01,2,1,3909,11,0,,,
364.8,338.78,2.02,0,0.98,1.99,1.01,3909,11,0,,,
343.4,317.5,1.88,0,1.06,2.01,0.99,3914.1,11,0,,,
363.87,337.86,2.01,0,0.99,1.99,1.01,3915,11,0,,,
360.67,334.68,1.99,0,1.01,2,1,3915,11,0,,,
364.88,338.88,2.02,0,0.97,1.98,1.02,3915,11,0,,,
358.86,332.84,1.99,0,0.99,1.98,1.02,3917.8,11,0,,,
358.8,332.82,1.98,0,1.02,2.01,0.99,3918,11,0,,,
362.8,336.8,2,0,1,2,1,3918,11,0,,,
350.52,324.58,1.92,0,1.02,1.98,1.02,3920.88,11,0,,,
361.86,335.88,2,0,0.99,2,1,3924,11,0,,,
354.79,328.8,1.96,0,1.02,2,1,3926.7,11,0,,,
361.86,335.86,2,0,1,1.99,1.01,3927,11,0,,,
363.83,337.82,2.01,0,0.99,2.01,0.99,3927,11,0,,,
363.87,337.86,2.01,0,0.99,1.98,1.02,3927,11,0,,,
363.83,337.82,2.01,0,0.99,1.98,1.02,3927,11,0,,,
345.64,319.74,1.9,0,1.02,1.98,1.02,3932.48,11,0,,,
353.76,327.78,1.95,0,1.04,2.01,0.99,3935.95,11,0,,,
363.85,337.84,2.01,0,0.99,2,1,3936,11,0,,,
361.88,335.88,2,0,1,1.99,1.01,3936,11,0,,,
360.75,334.76,1.99,0,1.01,2.01,0.99,3936,11,0,,,
363.83,337.82,2.01,0,0.99,2,1,3936,11,0,,,
360.8,334.81,1.99,0,1.01,2.01,0.99,3936,11,0,,,
357.8,331.81,1.97,0,0.97,1.94,1.06,3939.68,11,0,,,
350.87,324.92,1.94,0,1.03,2,1,3942.36,11,0,,,
357.74,331.77,1.97,0,1.03,2.03,0.97,3945,11,0,,,
363.92,337.91,2.01,0,0.99,1.98,1.02,3945,11,0,,,
366,339.98,2.02,0,0.98,2,1,3945,11,0,,,
362.06,336.06,2,0,1,1.99,1.01,3945,11,0,,,
360.95,334.96,1.99,0,1.01,2.01,0.99,3945,11,0,,,
351.71,325.76,1.93,0,1.01,1.98,1.02,3947.56,11,0,,,
356.01,330.03,1.97,0,1,1.98,1.02,3951.63,11,0,,,
364.02,338.01,2.01,0,0.99,2,1,3954,11,0,,,
362.04,336.04,2,0,1,1.99,1.01,3954,11,0,,,
360.99,335,1.99,0,1.01,2.01,0.99,3954,11,0,,,
358.95,332.97,1.98,0,1.02,2.01,0.99,3954,11,0,,,
364,337.99,2.01,0,0.99,2.01,0.99,3954,11,0,,,
349.71,323.81,1.92,0,1.02,1.97,1.03,3954.24,11,0,,,
352.98,326.98,1.95,0,1.02,1.99,1.01,3960.48,11,0,,,
364.09,338.08,2.01,0,0.99,2.01,0.99,3963,11,0,,,
359.02,333.04,1.98,0,1.02,2.01,0.99,3963,11,0,,,
360.97,334.98,1.99,0,1.01,2,1,3963,11,0,,,
364.16,338.15,2.01,0,0.99,1.99,1.01,3963,11,0,,,
365.08,339.06,2.02,0,0.98,1.99,1.01,3963,11,0,,,
360.96,335.01,1.99,0,0.99,1.98,1.02,3963,11,0,,,
340.83,314.89,1.87,0,1.06,2,1,3969.79,11,0,,,
365.12,339.1,2.02,0,0.98,1.99,1.01,3972,11,0,,,
360.98,334.99,1.99,0,1.01,2,1,3972,11,0,,,
360.98,334.99,1.99,0,1.01,2.01,0.99,3972,11,0,,,
367.16,341.13,2.03,0,0.97,1.98,1.02,3972,11,0,,,
360.99,335,1.99,0,1.01,2.01,0.99,3972,11,0,,,
360.09,334.1,1.99,0,1.01,2.01,0.99,3972,11,0,,,
343.83,317.91,1.89,0,1.02,1.95,1.05,3976.77,11,0,,,
364.07,338.06,2.01,0,0.99,2.01,0.99,3981,11,0,,,
364.09,338.08,2.01,0,0.99,1.98,1.02,3981,11,0,,,
359.04,333.06,1.98,0,1.02,2.01,0.99,3981,11,0,,,
359,333.02,1.98,0,1.02,2.01,0.99,3981,11,0,,,
362.04,336.04,2,0,1,2.01,0.99,3981,11,0,,,
359.04,333.06,1.98,0,1.01,2,1,3981.01,11,0,,,
348.97,323.02,1.92,0,1,1.96,1.04,3984.98,11,0,,,
364.03,338.02,2.01,0,0.99,1.99,1.01,3990,11,0,,,
361.11,335.12,1.99,0,1.01,2,1,3990,11,0,,,
360.04,334.11,1.99,0.02,0.99,2.02,0.98,3990,11,0,,,
364.16,338.15,2.01,0,0.99,1.98,1.02,3990,11,0,,,
365.28,339.26,2.02,0,0.98,1.99,1.01,3990,11,0,,,
357.02,331.06,1.96,0,1.04,2.02,0.98,3990,11,0,,,
356.2,330.22,1.97,0,1,2,1,3990.27,11,0,,,
348.79,322.86,1.91,0,1.03,1.98,1.02,3997.98,11,0,,,
362.22,336.22,2,0,1,1.99,1.01,3999,11,0,,,
364.24,338.23,2.01,0,0.99,2.01,0.99,3999,11,0,,,
362.19,336.19,2,0,1,1.99,1.01,3999,11,0,,,
362.24,336.24,2,0,1,2.01,0.99,3999,11,0,,,
361.19,335.2,1.99,0,1.01,2.01,0.99,3999,11,0,,,
354.14,328.17,1.96,0,1.01,1.98,1.02,3999.45,11,0,,,
348.92,322.99,1.91,0,1.03,1.98,1.02,4003.94,11,0,,,
362.26,336.26,2,0,1,2.01,0.99,4008,11,0,,,
362.24,336.24,2,0,1,1.99,1.01,4008,11,0,,,
363.22,337.22,2,0,1,2,1,4008,11,0,,,
362.18,336.18,2,0,1,2.01,0.99,4008,11,0,,,
367.29,341.26,2.03,0,0.97,1.99,1.01,4008,11,0,,,
364.19,338.18,2.01,0,0.99,1.98,1.02,4008,11,0,,,
336.88,311.06,1.85,0.02,1.04,1.99,1.01,4010.76,11,0,,,
362.24,336.24,2,0,1,2.01,0.99,4017,11,0,,,
370.53,344.48,2.05,0,0.95,1.96,1.04,4017,11,0,,,
362.28,336.28,2,0,1,2.01,0.99,4017,11,0,,,
360.16,334.18,1.98,0,1.02,2,1,4017,11,0,,,
362.34,336.34,2,0,1,2.01,0.99,4017,11,0,,,
363.28,337.28,2,0,1,2,1,4017,11,0,,,
351.84,325.95,1.93,0,1.03,1.99,1.01,4017.04,11,0,,,
347.23,321.25,1.91,0,1.04,1.99,1.01,4025.05,11,0,,,
365.46,339.44,2.02,0,0.98,1.99,1.01,4026,11,0,,,
359.22,333.24,1.98,0,1.02,2.01,0.99,4026,11,0,,,
367.31,341.28,2.03,0,0.97,1.99,1.01,4026,11,0,,,
359.32,333.34,1.98,0,1.02,2.01,0.99,4026,11,0,,,
367.43,341.4,2.03,0,0.97,1.98,1.02,4026,11,0,,,
359.28,333.3,1.98,0,1.02,2.01,0.99,4026,11,0,,,
338.87,312.98,1.86,0,1.05,1.98,1.02,4029.29,11,0,,,
363.34,337.34,2,0,1,2,1,4035,11,0,,,
359.26,333.28,1.98,0,1.02,2.01,0.99,4035,11,0,,,
367.31,341.28,2.03,0,0.97,1.99,1.01,4035,11,0,,,
364.35,338.34,2.01,0,0.99,2,1,4035,11,0,,,
370.52,344.47,2.05,0,0.95,1.97,1.03,4035,11,0,,,
355.14,329.19,1.95,0,1.05,2.02,0.98,4035,11,0,,,
354.23,328.3,1.96,0,0.99,1.98,1.02,4037.51,11,0,,,
349.03,323.06,1.91,0,1.05,2.01,0.99,4043.46,11,0,,,
364.33,338.32,2.01,0,0.99,1.98,1.02,4044,11,0,,,
359.26,333.28,1.98,0,1.02,2.01,0.99,4044,11,0,,,
361.18,335.19,1.99,0,1.01,2.01,0.99,4044,11,0,,,
310.5,284.23,1.75,0,1.15,2.04,0.96,4044,11.48,0,,,
344.88,313.98,1.9,0,1.02,1.99,1.01,4048.49,13,0,,,
359.89,333.88,1.98,0,1.01,1.99,1.01,4052.94,13,0,,,
352.4,326.46,1.92,0,1.02,1.98,1.02,4055,13,0,,,
363.9,337.9,2,0,1,2.01,0.99,4059,13,0,,,
351.46,325.56,1.92,0,1.02,1.97,1.03,4059.14,13,0,,,
362.81,336.78,1.99,0,1.01,2.01,0.99,4065,13,0,,,
368.97,342.94,2.03,0,0.97,1.98,1.02,4065,13,0,,,
348.38,322.46,1.9,0,1.04,1.99,1.01,4067.56,13,0,,,
354.8,328.84,1.95,0,1.02,2,1,4072.29,13,0,,,
366.98,340.96,2.02,0,0.98,1.99,1.01,4074,13,0,,,
362.77,336.78,1.99,0,1.01,2,1,4074,13,0,,,
360.76,334.78,1.98,0,1.02,2.01,0.99,4074,13,0,,,
358.64,332.66,1.96,0,0.98,1.96,1.04,4075.52,13,0,,,
360.74,334.76,1.98,0,1.02,2.01,0.99,4080,13,0,,,
360.8,334.82,1.98,0,1.02,2.01,0.99,4080,13,0,,,
362.95,336.94,2,0,0.97,1.97,1.03,4081.67,13,0,,,
360.78,334.8,1.98,0,1.02,2.01,0.99,4083,13,0,,,
360.76,334.82,1.98,0,1,1.99,1.01,4083,13,0,,,
355.52,329.52,1.94,0,1.02,2,1,4088.52,13,0,,,
363.84,337.84,2,0,1,1.99,1.01,4089,13,0,,,
367.9,341.88,2.02,0,0.98,2,1,4089,13,0,,,
352.79,326.84,1.94,0,1.03,2,1,4091.34,13,0,,,
367.88,341.86,2.02,0,0.98,1.98,1.02,4092,13,0,,,
351.48,325.54,1.92,0,1.02,1.99,1.01,4095.48,13,0,,,
367.9,341.88,2.02,0,0.98,1.98,1.02,4098,13,0,,,
360.78,334.8,1.98,0,1.02,2.01,0.99,4098,13,0,,,
355.87,329.9,1.96,0,1.01,2,1,4100.1,13,0,,,
363.9,337.9,2,0,1,1.99,1.01,4101,13,0,,,
364.76,338.76,2,0,1,2,1,4101,13,0,,,
351.5,325.56,1.92,0,1.02,1.99,1.01,4105.6,13,0,,,
365.88,339.87,2.01,0,0.99,1.99,1.01,4107,13,0,,,
365.9,339.89,2.01,0,0.99,2,1,4107,13,0,,,
360.74,334.78,1.98,0,1.01,2,1,4107,13,0,,,
359.89,333.88,1.98,0,1,1.98,1.02,4109.74,13,0,,,
363.88,337.88,2,0,1,2.01,0.99,4110,13,0,,,
350.41,324.48,1.91,0,1.03,1.99,1.01,4112.8,13,0,,,
365.89,339.88,2.01,0,0.99,1.98,1.02,4116,13,0,,,
360.76,334.78,1.98,0,1.02,2.01,0.99,4116,13,0,,,
365.87,339.86,2.01,0,0.99,2.01,0.99,4116,13,0,,,
365.87,339.86,2.01,0,0.99,1.98,1.02,4116,13,0,,,
355.89,329.92,1.96,0,1.01,2,1,4116.27,13,0,,,
365.9,339.89,2.01,0,0.99,1.99,1.01,4119,13,0,,,
350.38,324.45,1.91,0,1.03,1.98,1.02,4124.32,13,0,,,
363.86,337.86,2,0,1,2.01,0.99,4125,13,0,,,
365.88,339.87,2.01,0,0.99,1.99,1.01,4125,13,0,,,
362.8,336.81,1.99,0,1.01,2,1,4125,13,0,,,
365.89,339.88,2.01,0,0.99,2.01,0.99,4125,13,0,,,
357.86,331.88,1.97,0,1,1.97,1.03,4125.84,13,0,,,
360.78,334.8,1.98,0,1.02,2.01,0.99,4128,13,0,,,
351.52,325.58,1.92,0,1.02,1.99,1.01,4131.98,13,0,,,
367.86,341.84,2.02,0,0.98,1.98,1.02,4134,13,0,,,
362.75,336.76,1.99,0,1.01,2.01,0.99,4134,13,0,,,
365.89,339.88,2.01,0,0.99,2,1,4134,13,0,,,
